id,created_at,text
658066936354484224,2015-10-24 23:45:58,"#Repost hillaryclinton 
Supporting a supporter, Noah from Iowa. #volunteer #getinvolved -Katy https://t.co/Frm0CdUvkJ"
658066729181036544,2015-10-24 23:45:09,"#Repost hillaryclinton 
I'm here in Iowa, but meanwhile back at home, my niece… #itrunsinthefamily -Katy https://t.co/viDoPzfQXz"
658066577309487109,2015-10-24 23:44:32,"#Repost hillaryclinton 
Katy Perry here, taking over Hills' IG today for the rally in Iowa. The stage… https://t.co/JbhbdI1BZE"
658013260466298880,2015-10-24 20:12:41,RT @HillaryforIA: Retweet if you’re excited to see President @billclinton and @katyperry! 💪https://t.co/kvbwxcvpYM https://t.co/A6HqssJacx
658011741348110336,2015-10-24 20:06:39,TAKING OVER @HillaryClinton's Instagram today. Be on be the lookout for politics going pop! #HillYeah
657812310526947328,2015-10-24 06:54:11,"Jake-
My sweet, sensitive soul. 
What a wonderful journey and friendship we had together. What… https://t.co/emDptVTbc3"
657470878578376704,2015-10-23 08:17:27,@oneofthesophies isn't life though 💁🏻
657470619605319681,2015-10-23 08:16:25,@KatysRedSkittle thank you for understanding me
657470371419983872,2015-10-23 08:15:26,"Soz, it's @adele !!! (typo 👑)"
657469411700244480,2015-10-23 08:11:37,"Listen's to ""hello"" from @OfficialAdele once😥 https://t.co/Ni8PGofJOW"
657405981492580352,2015-10-23 03:59:34,Glad the witch hunt is coming to an end and we can refocus on the future of 🇺🇸 I admire your unbreakable strength @HillaryClinton #youaboss
657326820291817477,2015-10-22 22:45:01,I saw the colors in 🇨🇺CUBA🇨🇺 I'll never be the same. See my Instagram for explanation. Gallery here: https://t.co/j7voMfo5iG
657319048883998721,2015-10-22 22:14:08,"GIRL DRUMMER SLAY @ Havana, Cuba https://t.co/PzwdeK9TVe"
657317684007178240,2015-10-22 22:08:42,If I had to choose a favorite high from Cuba... (Although I ODed with love the whole time) I would… https://t.co/3ngGyrbTiQ
657315821958524930,2015-10-22 22:01:18,"TROPICANA 1939-2015 @ Havana, Cuba https://t.co/LnNArV3Xox"
657312006492413952,2015-10-22 21:46:09,"Class act in the classics vid by @sarahhudsonuvs @ Havana, Cuba https://t.co/qIqdIoHRlX"
657310913867853825,2015-10-22 21:41:48,"🍐🍊🍋🍉🍇🍓🇵🇷 @ Havana, Cuba https://t.co/5JIgPZ8z5n"
657310292704165888,2015-10-22 21:39:20,"CUDDLE CREW @ Fusterlandia art park @ Havana, Cuba https://t.co/Ix0tFw4mTe"
657310208159444992,2015-10-22 21:39:00,"Heart's full up w/@itsjeremyscott at Fusterlandia art park 🎨 @ Havana, Cuba https://t.co/GGRxFaLCBb"
657308964623769600,2015-10-22 21:34:04,"🌈The Rainbow Tour 🌈 in CUBA cleowade @marrymemargot @sarahhudsonuvs @miamoretti @ Havana, Cuba https://t.co/IZgs11chVa"
657307718429102080,2015-10-22 21:29:06,"❣🕶🇨🇺 @ Havana, Cuba https://t.co/onGUxpmTIv"
657306278406942720,2015-10-22 21:23:23,#TBT CUBA! About last week on #theprismaticworldtoursouthamerica I had the most exotic pleasure of… https://t.co/OESNkxfGdr
657055210750132224,2015-10-22 04:45:44,"You must go see #Freeheld the movie. It is one of the most incredible love stories ever told, a reminder for #equality. Congrats @EllenPage"
656108778333409281,2015-10-19 14:04:57,I'M PROUD TO STAND WITH @HillaryClinton! Don’t miss your chance to win a trip to Iowa to hang with me @ the rally: http://t.co/TCjPevONH5
655976778507358208,2015-10-19 05:20:26,"151 shows later it is only By The Grace Of God that I made each &amp; every one of them. Thank you, time to grow now... http://t.co/aexH1JHnzi"
655971720235495424,2015-10-19 05:00:20,RT @perfectlyperry: pwt in a 6 second nutshell @katyperry. what a dork i'm embarrassed https://t.co/ZM9vDZG55S
655940253375725568,2015-10-19 02:55:17,ONE. LAST. TIME.👊🏼#ThePrismaticWorldTour #151
655919864528269313,2015-10-19 01:34:16,My body is ready @lazyblazy @Eduardo_KatyCat @katyperrylately
655918782422974464,2015-10-19 01:29:58,"RT @cottoncandizzle: As today is the last date of @katyperry 's #prismaticworldtour, I tried to squish my memories into a square, too. http…"
655918713120493569,2015-10-19 01:29:42,"RT @foryouspanic: thanks for make our dreams came true #pwtmemories 
@katyperry http://t.co/PYWvK3jwHQ"
655918486862979072,2015-10-19 01:28:48,"RT @KatyCatChloe: @katyperry from then to now, kind of proud of you dork💖 http://t.co/Qx5MqXvGzK"
655839133718331393,2015-10-18 20:13:29,Discovered fuel for the finish line in Costa Rica🚩🚧🚩(aka liquid gold) http://t.co/lNUqEoKK0G
655195948113641472,2015-10-17 01:37:41,"The higher you get up the mountain, the stronger the wind blows."
655151104347492352,2015-10-16 22:39:30,"#FBF to when we 🔥lit up🔥RIO! http://t.co/k4LuokrYYV 
(typo queen but at least y'all know I do this myself) http://t.co/U4UYMGS08P"
654836157176487936,2015-10-16 01:48:00,LOL!
654770839997386753,2015-10-15 21:28:27,IT TAKES A VILLAGE: http://t.co/tQnPLLiabT http://t.co/yCcjeLrp6T
654759014476058625,2015-10-15 20:41:28,"PANAMA - Heard you got a little ⚡️☔️⚡️ Don't worry, the show will go on INSIDE at Figali Center! #150 👊🏼"
654353529247629312,2015-10-14 17:50:13,Introducing the cartoon version of me in my new game #KatyPerryPop! We’ve been working on this game… https://t.co/Q9yug3l1or
653996608778964992,2015-10-13 18:11:56,🙅🏻when they try and serve you a guinea pig sandwich🙅🏻 More highlights here: http://t.co/Yn9C6kNC18 http://t.co/EIiUa0RyW8
653781463184351232,2015-10-13 03:57:02,I stomped so hard tonight I think I made me own teeth move 😬 #theprismaticworldtourpuertorico #149
653716869594116096,2015-10-12 23:40:21,RT @CNNOpinion: #DemDebate: What would @katyperry @aplusk @shondarhimes @TheRealBuzz &amp; others ask the presidential candidates? http://t.co/…
653601634992295936,2015-10-12 16:02:27,Some South America Prismaticness for you! ❤️LIMA❤️ http://t.co/FgerFxNqLr http://t.co/mOHC1DBCA6
653081507322400768,2015-10-11 05:35:39,save as draft.
652715985238003712,2015-10-10 05:23:12,"Singing and dancing at over 8,000 feet, no problemo Bogota, Colombia 👍🏼 http://t.co/DBn1SCtSFT"
652520611063828480,2015-10-09 16:26:51,🎃 3 WEEKS TILL 🎃 http://t.co/pGmlEEFHJs
652321903009402880,2015-10-09 03:17:15,"You used to call me on my floating island phone 🙍🏻 @ Uros Floating Islands, Lake Titicaca, Peru https://t.co/GyKcksNsB1"
652313378115858432,2015-10-09 02:43:23,"The locals were v impressed with my ""tuxedo"" they called it. So nice that even ppl at 13,000 feet can… https://t.co/VcCTyLV8V6"
652280931336622082,2015-10-09 00:34:27,"❤️lil ninã ❤️ @ Uros Floating Islands, Lake Titicaca, Peru https://t.co/5DjPutK3U1"
651960774504546304,2015-10-08 03:22:16,👽going home👽 ancientaliens_ #gateofthegods https://t.co/x7fnGuuCtP
651955911800459264,2015-10-08 03:02:56,Hanging with my beautiful Peruvian sisters ❤️ @ Lake Titicaca https://t.co/VYl3i5C1di
650803290435883012,2015-10-04 22:42:50,#netflixandchills #netflixandfever #netflixandsweat #netflixandsnot #netflixandstrangesmells… https://t.co/lWXA4IIqWl
650521847314952192,2015-10-04 04:04:29,Missing this lil pepperoni pie who lights up my life and makes it all alright ❤️🍕❤️  ILY… https://t.co/zLHmY1gxjS
650451514792742912,2015-10-03 23:25:00,"Bout to hop on this stage all snotty, wheezing &amp; sneezin... Gonna need you tonight❤️ #ThePrismaticWorldTourBuenosAires #146"
650168044396904449,2015-10-03 04:38:35,Smoking Cristos &amp; pondering life with Francis Mallman after consuming the best meal I've ever had...… https://t.co/8LmaXA2qK8
649396123262586880,2015-10-01 01:31:15,Ahhh the life of a pan flute retiree... https://t.co/jDcs3ztCAQ
649370620875157504,2015-09-30 23:49:55,For the whip @khloekardashian #ocdme http://t.co/sP1sGTvbTt
648691628786495488,2015-09-29 02:51:51,I'll take a keg cc: @sofifii http://t.co/2XdpIY0jMQ
648631432953270272,2015-09-28 22:52:39,"LIT in Rio 9.27.15 #rockinrio 
📷 ronyalwin https://t.co/oNBLrl2YeI"
648405798910078976,2015-09-28 07:56:03,Morta. Linda. Night. 😘
648404080805695488,2015-09-28 07:49:14,@PrismaticLife_ 32
648404034248945664,2015-09-28 07:49:03,@ravensuxx YAS ya herd
648403830107971584,2015-09-28 07:48:14,@perrypositive it's over
648403634456260608,2015-09-28 07:47:27,@derkwhore http://t.co/qOte3cqgIV
648403412585979904,2015-09-28 07:46:34,@alekjandro take me out
648403244050436096,2015-09-28 07:45:54,"@havss_ girl ""they"" told me. Also we round up from 5."
648403020846374913,2015-09-28 07:45:01,@HQzaynmaIik Thique™☝🏼️
648402886234361856,2015-09-28 07:44:29,@BBHMMs spoon me
648402621028503553,2015-09-28 07:43:26,@jkatharineb r u sure bout that habibi
648402141225295872,2015-09-28 07:41:31,Me possessed by the 🌝super moon🌝 and 100k people in the audience tonight giving me life! #RockInRio2015 #ilookhungry http://t.co/Tjhs2DdlPh
648400596890988544,2015-09-28 07:35:23,@JennyFormica cuz context doesn't exist in 2015 😔
648399508146139136,2015-09-28 07:31:04,@snowiner I have a delicate chemistry too 😔
648399407633825792,2015-09-28 07:30:40,@snowiner tiiiiiight
648398970385997824,2015-09-28 07:28:55,@skywaterr calm down
648398734989086720,2015-09-28 07:27:59,@loco4lolo my dream is to make it rain several track suits off of several hotel balconies in the future.
648397110673604608,2015-09-28 07:21:32,@ikissedagay thique™
648396318201782272,2015-09-28 07:18:23,@ravensuxx I was living in the moment
648395855389704192,2015-09-28 07:16:33,@hollykittykaty I have unlimited track suits
648395543081783296,2015-09-28 07:15:18,@mjjperry I'll never tell.
648394127743258624,2015-09-28 07:09:41,@harryvuitton they smelled n e wayz
648394002321031169,2015-09-28 07:09:11,@Chillinlaidback you're right I'm wrong again what's new 💁🏻
648393395145207808,2015-09-28 07:06:46,Was feelin it so much tonight that I threw my gloves that I've been using for 143 odd shows in the audience! To whomever caught them...👊🏼⚡️🔥
648262589483491328,2015-09-27 22:27:00,"🇧🇷SUPER MOON PEAKS AT 11:47, I GO ON AT 12:15. DONT BLOW YOUR LOAD #ROCKINRIO, IM COMING🇧🇷"
648002753613156353,2015-09-27 05:14:30,just. one. blow. https://t.co/iZ9bgLjgi5
647856503609757696,2015-09-26 19:33:21,"💦💧when you get wet, we get wet💧💦 S.P. 9.25.15 
📷 ronyalwin https://t.co/Hmfz8aFOI8"
647854985733124097,2015-09-26 19:27:19,"🇧🇷Mãe está em casa!🇧🇷 
Sao Paulo 9.26.15 https://t.co/74HbtXj0Re"
647630861215645696,2015-09-26 04:36:44,@katyskettle I saw you tonight BB 😘
647604424269918209,2015-09-26 02:51:41,"Do llamas produce milk, and if they do could it feasibly be made into cheese, and if so, does that… https://t.co/PUSNOyCD1E"
647540137228800000,2015-09-25 22:36:14,"Oh, you thought this was a joke? Tell that to the Incan gods who smiled upon me with a double rainbow… https://t.co/WqoZ2uNnfc"
647515952943206400,2015-09-25 21:00:08,Yesterday at 6am I started climbing that huge mountain you see in all the Machu Picchu pictures… https://t.co/O3yQWyJszp
647275747216855040,2015-09-25 05:05:38,"Living that bucket list lyfe 🙏🏼
📷 ronyalwin @ Machu Picchu https://t.co/ar0A92HhLE"
646766850286727169,2015-09-23 19:23:28,"...it's just like riding a bike
LIMA 9.22.15 📷 ronyalwin https://t.co/3wi98Yd025"
646549280686243840,2015-09-23 04:58:55,"Eating chicken nugs, drinking red wine &amp; watching #screamqueens because that's how I after party… https://t.co/Uq6kUNHtDP"
646427123662589952,2015-09-22 20:53:30,😬PERUVIAN COFFEE GOT ME LIKE😬 http://t.co/0N9DpGFDAI
646424266704068613,2015-09-22 20:42:09,"🎶THIS IS THE TOUR THAT NEVER ENDS🎶 10 FINAL SHOWS IN SOUTH AMERICA KICK OFF TONIGHT IN LIMA, PERU! 👊🏼👊🏼👊🏼#ThePrismaticWorldTourSouthAmerica"
644585661207584769,2015-09-17 18:56:12,It takes a village! Check out some BTS of last nights #BazaarIcons http://t.co/ZACOrAwDX7 via @harpersbazaarus 🍁🍂
643939989437444096,2015-09-16 00:10:31,When you feelin yo self all night &amp; then see that you've had quinoa in your teeth the whole time 🙍🏻
643672045746823168,2015-09-15 06:25:49,Get the paints out 🎨 #nyfw https://t.co/OoLbNuPAOM
643521587917025281,2015-09-14 20:27:57,"When you hear ""Fix You"" by @coldplay at 1pm on a Monday 🙅🏻NOT TODAY SATAN🙅🏻"
642959405743386624,2015-09-13 07:14:02,Anyone ever online shop all night then never check out or is that just me? 😳
642939649686503424,2015-09-13 05:55:32,Amazon prime and slime or nah?
642938507757879296,2015-09-13 05:51:00,@getglucky latertweet
642796508639682560,2015-09-12 20:26:44,Starting a Kickstarter to get this 👑Queen👑 her rightful bracelets! https://t.co/Gp9bo9tyJY
642179427720404992,2015-09-11 03:34:41,Ayyyye pink dolphin what's good?!@aeschleahd https://t.co/xUPgTrZIfx
641708301206487040,2015-09-09 20:22:36,Check out @ITSJEREMYSCOTT's swaggy moves around me statuesque poses 😜 For @Moschino by Inez &amp; Vinoodh: https://t.co/6v4QjppZ9l BFF 4 LYFE👊🏼
641432099984134144,2015-09-09 02:05:04,🔥burning woman🔥 📷 by @derekblasberg https://t.co/jl45qZCW2R
640811738020114432,2015-09-07 08:59:58,when you hand burning man the aux chord 🔥 https://t.co/G8exAE0yps
640807143734644736,2015-09-07 08:41:43,thanks dad 😑 https://t.co/IremexImVT
640436810448027649,2015-09-06 08:10:09,🔥obvious first time burner alert🔥 https://t.co/TywV2idd9E
639199263558254592,2015-09-02 22:12:34,conciousness = creativity
638854918258880512,2015-09-01 23:24:16,@iwasdivine thank you for your apology.
638854782619267072,2015-09-01 23:23:44,"RT @iwasdivine: @katyperry if anything it was supposed to make people laugh, not spread like wildfire through media. I apologize for any co…"
638854763363237888,2015-09-01 23:23:39,RT @iwasdivine: @katyperry I put this together back in December as a joke with NO intentions of any conflict. Please realize I had no bad i…
638797270335496193,2015-09-01 19:35:12,"@katyperrylately I NEVER wrote those words, that is an EDITED picture or the person added it after I took it. I would NEVER use the C word."
638352511695347712,2015-08-31 14:07:53,Need a hard copy for all ur next🍕pizza parties🍕?! Pre-order here NOW: http://t.co/q3gLLEsbTb #KatyPWTL http://t.co/FcUjlGtMQ2
638352159529000960,2015-08-31 14:06:29,"The Prismatic World Tour LIVE is coming to DVD, Blu-Ray and digital on October 30! #KatyPWTL http://t.co/C8Ukyu4NPr"
638154275567218689,2015-08-31 01:00:10,GOOD LUCK TONIGHT @MileyCyrus ❤️ http://t.co/MZHw3n5rCz
637747052781309952,2015-08-29 22:02:00,OMG CONGRATS @princessjavonda you've won ur 🌟spotlight moment🌟 during the @MTV #VMAs! Look out for her @COVERGIRL vid during the show!
637495140425297920,2015-08-29 05:21:00,@rihftperry this errrythang
637424769667866624,2015-08-29 00:41:22,Perf palettes: Pollock &amp; Kooning https://t.co/NgmeYBxAWT
637422140757774346,2015-08-29 00:30:55,My fav piece by Charles Ray @whitneymuseum https://t.co/7lKJfYJno8
637418577402953728,2015-08-29 00:16:46,@whitneymuseum https://t.co/gSh1pKHsuX
636776089310887936,2015-08-27 05:43:45,Same http://t.co/epJ1bhCfwM
636775518109585408,2015-08-27 05:41:28,My dawg doe http://t.co/Gl8u7QpIbz
636733579750473728,2015-08-27 02:54:50,Turning feelings into success since 2008 :-/
635169855230996480,2015-08-22 19:21:09,"SOTD: ""Tired of Talking"" by new gal Lèon https://t.co/FwCuuSBgI0 ...she's one to watch!"
634982420907991040,2015-08-22 06:56:21,🎀💅🏼pink panther penthouse 💅🏼🎀 https://t.co/gGlq31lX5t
634981765224886273,2015-08-22 06:53:44,YES CAUSE THEY HV NO VOICES BUT IF THEY DID THEY WOULD PROBABLY SAY STOP!!! :( https://t.co/cmdieciQUA
634975531382013952,2015-08-22 06:28:58,Dipping with strangers @ The Madonna Inn 📷 ronyalwin https://t.co/uVpFIFSvHF
634810416766447616,2015-08-21 19:32:52,Wish there was a hyperloop to Dismaland :-/
634280362718400513,2015-08-20 08:26:37,tbt my bro &amp; I cut from the same cloth https://t.co/ynkNyrNwHb
634270012166012928,2015-08-20 07:45:29,feelin v relaxed https://t.co/jmfs7VbQAP
634260437278658560,2015-08-20 07:07:26,Alicia Vikander FTW
634009190235811844,2015-08-19 14:29:04,CURITIBA TO COSTA RICA - I'm excited to get💃🏻🍷😜2 ON😜🍷💃🏻with the dope @tinashe opening select dates on… https://t.co/j4GRTuIb9L
633127363774160896,2015-08-17 04:05:01,sugarray https://t.co/jadMGQjDJ4
633124174828060672,2015-08-17 03:52:20,werking on being present cc @starbucks 🌲 https://t.co/JzT8f1N0QO
632374684332462080,2015-08-15 02:14:08,Should have this puppy up n' running in no time! @shannonwoodward #hyperloop @ Hyperloop HQ https://t.co/UVGhoNlTeY
632267960548229120,2015-08-14 19:10:03,Just posted a photo https://t.co/L7uujH4e6y
631943802425491456,2015-08-13 21:41:58,The crown has officially been snatched from everyone:🔥http://t.co/GJBwscrop4🔥
631576218941423619,2015-08-12 21:21:19,Angelenos! For one of the most emotional &amp; educational experiences go see BENT @ Mark Taper Forum! It was tremendous! http://t.co/WUZcKzp5TN
631557185672056833,2015-08-12 20:05:41,😩EMPATHS 4 LYFE😩 cc @sofifii
631457206584655876,2015-08-12 13:28:24,"👀PEEK-A-BOO! 👀 
👃🏼                        👃🏼
💋                        💋
The Icons issue shot… https://t.co/zgRomOpsdS"
630853109904973824,2015-08-10 21:27:56,When your derp squad writes a Christmas song in August 🎄🎶🎄 https://t.co/3uuZFEVSzT
630184093884485632,2015-08-09 01:09:30,Huge 🎉 Happy Birthday 🎉 to one of the kindest and most loyal people I have come across during my… https://t.co/5HvU3x2uqO
629857213452947456,2015-08-08 03:30:36,Ya know yer sanging good when ya lose yer balance &amp; fall over in the vocal booth          🎄🎶🙏🏼🎶🎄
629547552841564160,2015-08-07 07:00:07,✨got dat hair flow back✨                    📷 ronyalwin                                        💇🏻… https://t.co/cHcpdgUtuI
629465985070706688,2015-08-07 01:36:00,When your meditation chants accidentally come on in the club :-/
628286595213320192,2015-08-03 19:29:31,I LIKE TO MOVE IT💃🏻Don't miss the opening number of @DANCEonFox choreographed by my favs &amp; longtime choreo's RJ&amp;Nick @goldenboyz_inc #SYTYCD
628235055073091584,2015-08-03 16:04:43,"...And the very last show, show #151 of the #PrismaticWorldTour is going to be COSTA RICA on October 18th! http://t.co/l3WgZjMZaS"
628219624056684546,2015-08-03 15:03:24,YO PANAMA! The #PrismaticWorldTour is coming to you October 15th! Pre-sale starts next Monday! http://t.co/l3WgZjMZaS
627732003316588545,2015-08-02 06:45:46,Just left the most inspiring three hour dinner where no one took out their phones once... #evolved
627265123678187521,2015-07-31 23:50:34,🏄🏻 http://t.co/AMJRy8XBaX 🏄🏻
626511956854226944,2015-07-29 21:57:45,Wanna 🌟 in ur own #COVERGIRL commercial to air during #VMA's? Let's advertise your eyes! Click here to add yourself! http://t.co/eEmmBuErQu
626130840452468736,2015-07-28 20:43:19,Just posted a photo https://t.co/boCr6Aftt6
626130783850397701,2015-07-28 20:43:06,Just posted a photo https://t.co/1BuEOJADtZ
626130633522323456,2015-07-28 20:42:30,VOGUE 🇯🇵JAPAN🇯🇵 #septemberissue @voguejp Tap for credits 💋 https://t.co/naDdAnyNw2
625515994778365952,2015-07-27 04:00:09,"42, 43, 46?! https://t.co/GhCsXx4VIP"
625183679229374464,2015-07-26 05:59:39,#OMWTSYG @universalorl https://t.co/IhRccfDZer
625139199163920384,2015-07-26 03:02:54,Chickenwingguardingthemimosa ⚡️🔮⚡️ https://t.co/g09NJX9VAr
624726137164431360,2015-07-24 23:41:32,Do we all personally hv to lose someone from a gun to hv a real opinion on gun control or can we just literally start taking this SERIOUSLY.
624284214704390145,2015-07-23 18:25:30,when your fragrance is 🔥#madpotion https://t.co/UfyPQIwIj4
624282563637571584,2015-07-23 18:18:56,Had a ✨magical time✨ launching MAD POTION at the Magic Castle yesterday! Thank you KC's for all your… https://t.co/Brl5a6vVIn
623970298929352704,2015-07-22 21:38:06,The real travesty is where is the shine for  #BBHMMVideo when VMA eligibility period was 7/7/14-7/1/15 &amp; that gem dropped 7/1... @MTV
623967955253002240,2015-07-22 21:28:47,"🔮✨⚡️RT @katyperrypopup For all you #KatyCats in the USA @KatyPerry’s #MadPotion is available to buy now, right here!! http://t.co/x77j5v9nD9"
623965129290289152,2015-07-22 21:17:34,Finding it ironic to parade the pit women against other women argument about as one unmeasurably capitalizes on the take down of a woman...
623038449973641216,2015-07-20 07:55:16,MORTA 😩 LINDA 😩 https://t.co/tYamXRgNl6
623032060765204480,2015-07-20 07:29:53,moments. https://t.co/eZ2KTxoBrk
623026963133919232,2015-07-20 07:09:37,lambily 4lyfe. https://t.co/Hg8xS2KSGf
622264043739455488,2015-07-18 04:38:03,my summer vs. urs                                   (vid courtesy of @getglucky) https://t.co/m7HMrnZT9O
621771627806613504,2015-07-16 20:01:22,"S.O.T.D. ""Girls Your Age"" by Transviolet: http://t.co/5SdOjouWqw love these lyrics..."
621758074827743232,2015-07-16 19:07:31,Um...Woke up to my first Emmy nomination for the Halftime show!!! V proud of everyone involved especially #leftshark http://t.co/DhD4rRlEFO
621577528780685312,2015-07-16 07:10:05,"Ladies, Gentlemen &amp; unlabeled-
let's take a petite pause on the beauteous summer we are experiencing… https://t.co/SVgRa5i1ty"
621488527663083521,2015-07-16 01:16:26,current mood https://t.co/OWHLlLhuGC
621408929738678272,2015-07-15 20:00:08,@katyskidrauhl say that to my face
621408333619048448,2015-07-15 19:57:46,@Lockoir jk I don't do my laundry
621408229977751552,2015-07-15 19:57:21,@Lockoir imma do my laundry on that washboard in a min!
621116893227712512,2015-07-15 00:39:41,SHAME on schools that allow students to have their cell phones on them in class! I imagine it incredibly impairs the learning environment...
620847191138013184,2015-07-14 06:47:59,@sirenscaIIing :-/
620846479964401664,2015-07-14 06:45:10,#normcore
620845975507107841,2015-07-14 06:43:09,Today's highlight: listening to classical music strolling through every isle of Trader Joes &amp; discovering my new fav: http://t.co/Fex4ZdU1d6
620474228291178497,2015-07-13 06:05:58,WHAT ARE THOOOOOOSEEE?!?! http://t.co/dZmcSHZuH9
619261376855302145,2015-07-09 21:46:32,FACT: moms love chai!
619206022721355776,2015-07-09 18:06:34,when you have a zit in your armpit :-/
619177274273865730,2015-07-09 16:12:20,I know I'm Laty Perry on this one but I just want to S/O my faithful furs the KatyCats for patting… https://t.co/4UJTgqFKhc
618286627438243840,2015-07-07 05:13:13,GUYS. In celebration of #SharkWeek I created this #LeftShark phone case w/@ClairesStores #doesntbiteprotectorofphones http://t.co/FryhbdDEgI
617398642723409920,2015-07-04 18:24:41,buy firework on itunes
617106640584744960,2015-07-03 23:04:23,grateful. https://t.co/8uJngNVquV
616692214840758272,2015-07-02 19:37:36,"Also heard one of the greatest lines from @itstonybennett in it ""Life teaches you how to live it... If you can live long enough"""
616691104554090497,2015-07-02 19:33:11,Saw the AMY doc last night... Finally saw her as a human. May she continually rest in the peace she did not have on this earth.
